FROM,TO,MODE,BIDIRECTIONAL,WHEELCHAIR,STROLLER,LUGGAGE,CREATED,STATUS
NODE_DOOR_JIJONENCA,STORE_JIJONENCA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_KEBABEXPRESS,COR_PLZ_FC_S_W_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:55:45Z,ACTIVE
NODE_DOOR_KEBABEXPRESS,STORE_KEBABEXPRESS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_KIKOMILANO,COR_MAIN_E_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:09:31Z,ACTIVE
NODE_DOOR_KIKOMILANO,STORE_KIKOMILANO,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_KOALABAY,COR_MAIN_E1_M4,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:07:51Z,ACTIVE
NODE_DOOR_KOALABAY,STORE_KOALABAY,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_LA_TAGLIATELLA,COR_PLZ_FC_S_E_F1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:56:09Z,ACTIVE
NODE_DOOR_LA_TAGLIATELLA,STORE_LA_TAGLIATELLA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_LASERESTETIC,STORE_LASERESTETIC,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_LEFTIES,COR_MAIN_N_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:02:55Z,ACTIVE
NODE_DOOR_LEFTIES,STORE_LEFTIES,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_LEROY_MERLIN,COR_EXT_W_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-26T21:24:48.150Z,ACTIVE
NODE_DOOR_LEROY_MERLIN,STORE_LEROY_MERLIN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_LEROYMERLIN_PICKUP,COR_EXT_W_N,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-26T21:25:09.689Z,ACTIVE
NODE_DOOR_LEROYMERLIN_PICKUP,STORE_LEROYMERLIN_PICKUP,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_LEVIS,COR_MAIN_N1_N,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T21:41:07Z,ACTIVE
NODE_DOOR_LEVIS,STORE_LEVIS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_LIONOFPORCHES,COR_PLZ_S_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:57:39Z,ACTIVE
NODE_DOOR_LIONOFPORCHES,STORE_LIONOFPORCHES,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_LIZARRAN,STORE_LIZARRAN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_LOCKER_AMAZON_B1,RAMP_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_LOCKER_CORREOS_B1,RAMP_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_LOTERIA,COR_COVERED_M5,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:04:04Z,ACTIVE
NODE_DOOR_LOTERIA,STORE_LOTERIA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_LOWCOST,STORE_LOWCOST,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_LUXENTER,COR_MAIN_N_M4,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:02:57Z,ACTIVE
NODE_DOOR_LUXENTER,STORE_LUXENTER,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_LUXURYFOOD,COR_MAIN_W1_E,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:59:09Z,ACTIVE
NODE_DOOR_LUXURYFOOD,STORE_LUXURYFOOD,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MANGO,COR_PLZ_E_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:35Z,ACTIVE
NODE_DOOR_MANGO,STORE_MANGO,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MARVIMUNDO,COR_MAIN_N1_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:05:11Z,ACTIVE
NODE_DOOR_MARVIMUNDO,STORE_MARVIMUNDO,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MASSIMODUTTI_N,STORE_MASSIMODUTTI_N,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MASSIMODUTTI_S,STORE_MASSIMODUTTI_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MAXCOLCHON,COR_MAIN_W_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T21:00:29Z,ACTIVE
NODE_DOOR_MAXCOLCHON,STORE_MAXCOLCHON,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MAXIMA,COR_MAIN_E1_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:07:54Z,ACTIVE
NODE_DOOR_MAXIMA,STORE_MAXIMA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MAYKA_N,COR_MAIN_E1_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:11Z,ACTIVE
NODE_DOOR_MAYKA_N,STORE_MAYKA_N,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MAYKA_S,COR_MAIN_N_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:02:14Z,ACTIVE
NODE_DOOR_MAYKA_S,STORE_MAYKA_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_ME,COR_MAIN_N1_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:04:45Z,ACTIVE
NODE_DOOR_ME,STORE_ME,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MEDIAMARKT,COR_PLZ_MAIN_W_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:00:14Z,ACTIVE
NODE_DOOR_MEDIAMARKT,STORE_MEDIAMARKT,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MISAKO,COR_MAIN_E2_N,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:40Z,ACTIVE
NODE_DOOR_MISAKO,STORE_MISAKO,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MISTERMINT,STORE_MISTERMINT,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MR_PEOPLE,COR_MAIN_W1_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:58:54Z,ACTIVE
NODE_DOOR_MR_PEOPLE,STORE_MR_PEOPLE,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MUERDELAPASTA,COR_PLZ_FC_S_W_F1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T21:52:48Z,ACTIVE
NODE_DOOR_MUERDELAPASTA,STORE_MUERDELAPASTA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_MYTAPA,STORE_MYTAPA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_NAILS,COR_COVERED_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:05:23Z,ACTIVE
NODE_DOOR_NAILS,STORE_NAILS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_NATURAGIFTSHOP,COR_PLZ_MAIN_S_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:00:03Z,ACTIVE
NODE_DOOR_NATURAGIFTSHOP,STORE_NATURAGIFTSHOP,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_NORAUTO,COR_EXT_E_M4,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T21:50:11Z,ACTIVE
NODE_DOOR_NORAUTO,STORE_NORAUTO,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_OYSHO,COR_PLZ_MAIN_W_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:00:28Z,ACTIVE
NODE_DOOR_OYSHO,STORE_OYSHO,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PACOMARTINEZ,COR_MAIN_W1_E,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:59:04Z,ACTIVE
NODE_DOOR_PACOMARTINEZ,STORE_PACOMARTINEZ,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PALPELO_E,COR_MAIN_N1_N,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:06:00Z,ACTIVE
NODE_DOOR_PALPELO_E,STORE_PALPELO_E,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PALPELO_W,COR_COVERED_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:05:26Z,ACTIVE
NODE_DOOR_PALPELO_W,STORE_PALPELO_W,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PANDORA,COR_MAIN_W1_E,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:59:08Z,ACTIVE
NODE_DOOR_PANDORA,STORE_PANDORA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PARFOIS,COR_MAIN_E1_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:07Z,ACTIVE
NODE_DOOR_PARFOIS,STORE_PARFOIS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PASGAR,COR_PLZ_MAIN_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:00:55Z,ACTIVE
NODE_DOOR_PASGAR,STORE_PASGAR,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PEPEJEANS,COR_MAIN_W_E,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:57:12Z,ACTIVE
NODE_DOOR_PEPEJEANS,STORE_PEPEJEANS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PEWTER,STORE_PEWTER,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PHARMACY,COR_MAIN_W_W,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-26T21:25:39.183Z,ACTIVE
NODE_DOOR_PHARMACY,STORE_PHARMACY,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_POLINESIA,COR_MAIN_E1_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:14Z,ACTIVE
NODE_DOOR_POLINESIA,STORE_POLINESIA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_POPEYES,COR_PLZ_FC_S_E_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:55:37Z,ACTIVE
NODE_DOOR_POPEYES,STORE_POPEYES,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PRIMARK,COR_PLZ_N_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:06:39Z,ACTIVE
NODE_DOOR_PRIMARK,STORE_PRIMARK,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PRIMICHI,COR_MAIN_E1_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:07:56Z,ACTIVE
NODE_DOOR_PRIMICHI,STORE_PRIMICHI,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PRIMOR,COR_PLZ_N_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:07:23Z,ACTIVE
NODE_DOOR_PRIMOR,STORE_PRIMOR,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PULLBEAR,COR_PLZ_MAIN_E_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:01:14Z,ACTIVE
NODE_DOOR_PULLBEAR,STORE_PULLBEAR,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_PUNTROMA,COR_PLZ_W_E_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:04:12Z,ACTIVE
NODE_DOOR_PUNTROMA,STORE_PUNTROMA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_RESTAURANTCASACARMEN,STORE_RESTAURANTCASACARMEN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_RITUALS,COR_PLZ_N_E_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:06:28Z,ACTIVE
NODE_DOOR_RITUALS,STORE_RITUALS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_ROBERTOMARTIN,COR_MAIN_N1_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:05:04Z,ACTIVE
NODE_DOOR_ROBERTOMARTIN,STORE_ROBERTOMARTIN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_RXS,COR_MAIN_N1_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:04:53Z,ACTIVE
NODE_DOOR_RXS,STORE_RXS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_SANTOSOCHOA,COR_MAIN_E_N,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:44Z,ACTIVE
NODE_DOOR_SANTOSOCHOA,STORE_SANTOSOCHOA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_SAXO,COR_MAIN_W1_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:58:23Z,ACTIVE
NODE_DOOR_SAXO,STORE_SAXO,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_SCOTTA,COR_MAIN_W1_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:57:53Z,ACTIVE
NODE_DOOR_SCOTTA,STORE_SCOTTA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_SMOOY,COR_COVERED_M4,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:05:00Z,ACTIVE
NODE_DOOR_SMOOY,COR_MAIN_N1_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:04:58Z,ACTIVE
NODE_DOOR_SMOOY,STORE_SMOOY,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_SOLOOPTICAL_E,COR_MAIN_N1_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:04:24Z,ACTIVE
NODE_DOOR_SOLOOPTICAL_E,STORE_SOLOOPTICAL_E,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_SOLOOPTICAL_W,COR_COVERED_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:03:57Z,ACTIVE
NODE_DOOR_SOLOOPTICAL_W,COR_PLZ_W_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:03:51Z,ACTIVE
NODE_DOOR_SOLOOPTICAL_W,STORE_SOLOOPTICAL_W,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_SPRINGFIELD,COR_MAIN_N_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:02:50Z,ACTIVE
NODE_DOOR_SPRINGFIELD,STORE_SPRINGFIELD,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_STARBUCKS,COR_MAIN_E1_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:03Z,ACTIVE
NODE_DOOR_STARBUCKS,STORE_STARBUCKS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_STRADIVARIUS,STORE_STRADIVARIUS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_SUPERDRY,COR_MAIN_E1_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:28Z,ACTIVE
NODE_DOOR_SUPERDRY,STORE_SUPERDRY,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_SWAROVSKI,COR_MAIN_W1_E,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:59:10Z,ACTIVE
NODE_DOOR_SWAROVSKI,STORE_SWAROVSKI,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_TACOBELL,STORE_TACOBELL,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_TEASHOP,COR_MAIN_W1_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:58:09Z,ACTIVE
NODE_DOOR_TEASHOP,STORE_TEASHOP,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_TERRASSA,COR_PLZ_MAIN_E_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:59:25Z,ACTIVE
NODE_DOOR_TERRASSA,STORE_TERRASSA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_THEBODYSHOP,COR_MAIN_W1_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:57:56Z,ACTIVE
NODE_DOOR_THEBODYSHOP,STORE_THEBODYSHOP,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_THEFITZGERALD,COR_PLZ_FC_N_N_F1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T21:52:18Z,ACTIVE
NODE_DOOR_THEFITZGERALD,STORE_THEFITZGERALD,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_THENORTHFACE,COR_MAIN_E1_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:10Z,ACTIVE
NODE_DOOR_THENORTHFACE,STORE_THENORTHFACE,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_TIENDANIMAL,STORE_TIENDANIMAL,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_TIMEROAD,STORE_TIMEROAD,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_TOUS,COR_PLZ_S_E_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:57:28Z,ACTIVE
NODE_DOOR_TOUS,STORE_TOUS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_TRAMAS,COR_MAIN_N1_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T21:39:35Z,ACTIVE
NODE_DOOR_TRAMAS,STORE_TRAMAS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_ULANKA,COR_MAIN_N1_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T21:39:40Z,ACTIVE
NODE_DOOR_ULANKA,STORE_ULANKA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_UNKNOWN_MAYKA_FLYING,COR_MAIN_E1_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:05Z,ACTIVE
NODE_DOOR_UNKNOWN_MAYKA_FLYING,STORE_UNKNOWN_MAYKA_FLYING,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_UNKNOWN_SUNGLASSES_SMOOY,COR_MAIN_N1_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:05:13Z,ACTIVE
NODE_DOOR_UNKNOWN_SUNGLASSES_SMOOY,STORE_UNKNOWN_SUNGLASSES_SMOOY,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_VANS,COR_MAIN_E1_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:30Z,ACTIVE
NODE_DOOR_VANS,STORE_VANS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_WC_C_F0,COR_PLZ_MAIN_N_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_WOKCENTER,COR_PLZ_FC_S_N_F1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:55:35Z,ACTIVE
NODE_DOOR_WOKCENTER,STORE_WOKCENTER,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_WOMENSECRET,COR_MAIN_N_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:02:46Z,ACTIVE
NODE_DOOR_WOMENSECRET,STORE_WOMENSECRET,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_YVESROCHER,COR_MAIN_E1_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:26Z,ACTIVE
NODE_DOOR_YVESROCHER,STORE_YVESROCHER,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_ZARA,COR_MAIN_E_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:09:38Z,ACTIVE
NODE_DOOR_ZARA,STORE_ZARA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_ZARAHOME,COR_MAIN_E_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:01:01Z,ACTIVE
NODE_DOOR_ZARAHOME,STORE_ZARAHOME,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_EXT_E_ENTRANCE,COR_EXT_E_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:09:17.009Z,ACTIVE
NODE_EXT_E_ENTRANCE,PARKING_LOT_E,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:08:58.005Z,ACTIVE
NODE_EXT_MAIN_ENTRANCE,ENT_S_MAIN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-04T16:42:04Z,ACTIVE
NODE_EXT_N_ENTRANCE,COR_EXT_N_MAIN_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T13:31:00.000Z,ACTIVE
NODE_EXT_W_ENTRANCE,ENT_W_MAIN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:05:16.597Z,ACTIVE
NODE_STORE_ASTORIA,COR_MAIN_W_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T21:02:03Z,ACTIVE
NODE_STORE_ASTORIA,STORE_ASTORIA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T21:02:01Z,ACTIVE
PARK_BLUE_DECATHLON_B1,ELV_W_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T08:53:00.000Z,ACTIVE
PARK_BLUE_DECATHLON_B1,PARK_RING_SE_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:06:40Z,ACTIVE
