ANCHOR_ID,ANCHOR_TYPE,NAME,ANCHOR_ROLE,ANCHOR_CLASS,FLOOR,FLOOR_TYPE,VERTICAL,X,Y,POLYGON,WALKABLE,NOTES,STATUS,ACCESS_WHEELCHAIR,ACCESS_STROLLER,ACCESS_LUGGAGE,PRE_SITE_QA,
STORE_CA,STORE,C&A,DESTINATION,DOOR,F0,BASEMENT,FALSE,0.46,0.3425,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_CAFEOLE,STORE,Café Ole,DESTINATION,DOOR,F0,GROUND,FALSE,0.7,0.5065,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_CAFETERIAEXPRE3SS,STORE,Cafeteria Expre3ss,DESTINATION,DOOR,F0,UPPER,FALSE,0.43,0.4915,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_CALZEDONIA,STORE,Calzedonia,DESTINATION,DOOR,F0,GROUND,FALSE,0.624,0.33,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_CASINO,STORE,Casino Mediterraneo,DESTINATION,DOOR,F0,GROUND,FALSE,0.947,0.392,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_CHE,STORE,Che,DESTINATION,DOOR,F1,,FALSE,0.693,0.4605,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_CLAIRES,STORE,Claire's,DESTINATION,DOOR,F0,,FALSE,0.493,0.4895,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_CONFORMA,STORE,Conforma,DESTINATION,DOOR,F1,,FALSE,0.235,0.0939,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_CONFORMA_2,STORE,Conforma,DESTINATION,DOOR,F1,,FALSE,0.227,0.085,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_CORTEFIEL,STORE,Cortefiel,DESTINATION,DOOR,F0,,FALSE,0.563,0.221,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_COSTABLANCAWOHNUNGEN,STORE,Costablanca Wohnungen,DESTINATION,DOOR,F0,,FALSE,0.425,0.4305,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_DAFAVOLA,STORE,Da Favola,DESTINATION,DOOR,F0,,FALSE,0.407,0.3305,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_DECATHLON,STORE,Decathlon,DESTINATION,DOOR,F0,,FALSE,0.613,0.898,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_DECIMAS,STORE,Decimas,DESTINATION,DOOR,F0,,FALSE,0.64,0.247,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_DEICHMANN,STORE,Deichmann,DESTINATION,DOOR,F0,,FALSE,0.446,0.5055,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_DESIGUAL,STORE,Desigual,DESTINATION,DOOR,F0,,FALSE,0.559,0.2485,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_DONDINO,STORE,Don Dino,DESTINATION,DOOR,F1,,FALSE,0.381,0.061,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_DRUNI,STORE,Druni,DESTINATION,DOOR,F0,,FALSE,0.593,0.244,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_ELKIOSKO,STORE,El Kiosko,DESTINATION,DOOR,F1,,FALSE,0.586,0.5075,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_ENCUENTRO,STORE,Encuentro,DESTINATION,DOOR,F1,,FALSE,0.588,0.3075,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_FASHIONNAILS,STORE,Fashion Nails,DESTINATION,DOOR,F0,,FALSE,0.419,0.3965,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_FLYINGTIGER,STORE,Flying Tiger,DESTINATION,DOOR,F0,,FALSE,0.558,0.2465,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_FOSTERS,STORE,Foster’s Hollywood,DESTINATION,DOOR,F1,,FALSE,0.618,0.5745,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_GAME,STORE,GAME,DESTINATION,DOOR,F0,,FALSE,0.447,0.3945,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_GELATERIA,STORE,Gelateria Icecream,DESTINATION,DOOR,F1,,FALSE,0.6916,0.4999,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_GEOX,STORE,Geox,DESTINATION,DOOR,F0,,FALSE,0.56,0.7725,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_GOLDRUSH,STORE,Goldrush,DESTINATION,DOOR,F0,,FALSE,0.401,0.3055,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_GOURMETCAFE,STORE,Gourmet Café,DESTINATION,DOOR,F0,,FALSE,0.596,0.7475,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_GRABA2,STORE,Graba 2,DESTINATION,DOOR,F0,,FALSE,0.6136,0.6719,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_GREENWICH,STORE,Greenwich,DESTINATION,DOOR,F0,,FALSE,0.464,0.154,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_GUESS_N,STORE,Guess,DESTINATION,DOOR,F0,,FALSE,0.422,0.2645,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_GUESS_S,STORE,Guess,DESTINATION,DOOR,F0,,FALSE,0.592,0.6735,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_GUESS_SS,STORE,Guess,DESTINATION,DOOR,F0,,FALSE,0.549,0.7865,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_HAAGEN_DASZ,STORE,Haagen Dasz,DESTINATION,DOOR,F0,,FALSE,0.394,0.1715,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_HM_E,STORE,H&M,DESTINATION,DOOR,F0,,FALSE,0.636,0.385,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_HM_W,STORE,H&M,DESTINATION,DOOR,F0,,FALSE,0.471,0.414,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_ICECREAM,STORE,Icecream,DESTINATION,DOOR,F0,,FALSE,0.635,0.6245,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_IKEA,STORE,Ikea,DESTINATION,DOOR,F0,,FALSE,0.439,0.2375,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_INFINITYLOVE,STORE,Infinity Love,DESTINATION,DOOR,F0,,FALSE,0.588,0.2715,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_INSIDE,STORE,Inside,DESTINATION,DOOR,F0,,FALSE,0.474,0.4895,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_IPANEMA,STORE,Ipanema,DESTINATION,DOOR,F0,,FALSE,0.357,0.162,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_JIJONENCA,STORE,Jijonenca Icecream,DESTINATION,DOOR,F0,,FALSE,0.6306,0.6329,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_KEBABEXPRESS,STORE,Kebab Express,DESTINATION,DOOR,F1,,FALSE,0.672,0.6525,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_KIKOMILANO,STORE,KIKO Milano,DESTINATION,DOOR,F0,,FALSE,0.636,0.3645,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_KOALABAY,STORE,Koala Bay,DESTINATION,DOOR,F0,,FALSE,0.439,0.142,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_LA_TAGLIATELLA,STORE,La Tagliatella,DESTINATION,DOOR,F1,,FALSE,0.783,0.5245,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_LASERESTETIC,STORE,Laser Estetic,DESTINATION,DOOR,F0,,FALSE,0.396,0.2675,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_LEFTIES,STORE,Lefties,DESTINATION,DOOR,F0,,FALSE,0.537,0.5095,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_LEROY_MERLIN,STORE,Leroy Merlin,DESTINATION,DOOR,F0,,FALSE,0.401,0.771,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_LEROYMERLIN_PICKUP,STORE,Leroy Merlin,DESTINATION,DOOR,F0,,FALSE,0.272,0.681,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_LEVIS,STORE,Levi's,DESTINATION,DOOR,F0,,FALSE,0.434,0.2255,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_LIONOFPORCHES,STORE,Lion of Porches,DESTINATION,DOOR,F0,,FALSE,0.561,0.6945,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_LIZARRAN,STORE,Lizarran,DESTINATION,DOOR,F1,,FALSE,0.769,0.5545,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_LOTERIA,STORE,Loteria Nacional,DESTINATION,DOOR,F0,,FALSE,0.4216,0.4139,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_LOWCOST,STORE,Lowcost,DESTINATION,DOOR,F0,,FALSE,0.547,0.7445,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_LUXENTER,STORE,Luxenter,DESTINATION,DOOR,F0,,FALSE,0.507,0.4905,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_LUXURYFOOD,STORE,Luxury Food,DESTINATION,DOOR,F0,,FALSE,0.648,0.5915,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MANGO,STORE,Mango,DESTINATION,DOOR,F0,,FALSE,0.589,0.297,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MARVIMUNDO,STORE,Marvimundo,DESTINATION,DOOR,F0,,FALSE,0.453,0.3015,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MASSIMODUTTI_N,STORE,Massimo Dutti,DESTINATION,DOOR,F0,,FALSE,0.649,0.4715,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MASSIMODUTTI_S,STORE,Massimo Dutti,DESTINATION,DOOR,F0,,FALSE,0.649,0.4715,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MAXCOLCHON,STORE,Maxcolchon,DESTINATION,DOOR,F0,,FALSE,0.547,0.7445,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MAXIMA,STORE,Maxima,DESTINATION,DOOR,F0,,FALSE,0.481,0.163,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MAYKA_N,STORE,Mayka,DESTINATION,DOOR,F0,,FALSE,0.516,0.2245,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MAYKA_S,STORE,Mayka,DESTINATION,DOOR,F0,,FALSE,0.612,0.5245,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_ME,STORE,ME,DESTINATION,DOOR,F0,,FALSE,0.464,0.4065,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MEDIAMARKT,STORE,MediaMarkt,DESTINATION,DOOR,F0,,FALSE,0.742,0.518,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MISAKO,STORE,Misako,DESTINATION,DOOR,F0,,FALSE,0.629,0.233,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MISTERMINT,STORE,Mister Mint,DESTINATION,DOOR,F0,,FALSE,0.396,0.2675,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MR_PEOPLE,STORE,Mr. People,DESTINATION,DOOR,F0,,FALSE,0.645,0.6265,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MUERDELAPASTA,STORE,Muerde La Pasta,DESTINATION,DOOR,F1,,FALSE,0.586,0.5075,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_MYTAPA,STORE,My Tapa,DESTINATION,DOOR,F1,,FALSE,0.769,0.5545,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_NAILS,STORE,Nails,DESTINATION,DOOR,F0,,FALSE,0.399,0.2955,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_NATURAGIFTSHOP,STORE,Natura Gift Shop,DESTINATION,DOOR,F0,,FALSE,0.759,0.5605,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_NORAUTO,STORE,Norauto,DESTINATION,DOOR,F0,,FALSE,0.774,0.283,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_OYSHO,STORE,Oysho,DESTINATION,DOOR,F0,,FALSE,0.69,0.485,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PACOMARTINEZ,STORE,Paco Martinez,DESTINATION,DOOR,F0,,FALSE,0.652,0.6095,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PALPELO_E,STORE,Palpelo,DESTINATION,DOOR,F0,,FALSE,0.404,0.23,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PALPELO_W,STORE,Palpelo,DESTINATION,DOOR,F0,,FALSE,0.396,0.2675,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PANDORA,STORE,Pandora,DESTINATION,DOOR,F0,,FALSE,0.631,0.6025,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PARFOIS,STORE,Parfois,DESTINATION,DOOR,F0,,FALSE,0.531,0.184,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PASGAR,STORE,Pasgar,DESTINATION,DOOR,F0,,FALSE,0.641,0.4825,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PEPEJEANS,STORE,Pepe Jeans,DESTINATION,DOOR,F0,,FALSE,0.547,0.7445,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PEWTER,STORE,Pewter,DESTINATION,DOOR,F0,,FALSE,0.581,0.5145,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PHARMACY,STORE,Pharmacy,DESTINATION,DOOR,F0,,FALSE,0.516,0.807,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_POLINESIA,STORE,Polinesia,DESTINATION,DOOR,F0,,FALSE,0.541,0.2335,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_POPEYES,STORE,Popeyes,DESTINATION,DOOR,F1,,FALSE,0.712,0.4685,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PRIMARK,STORE,Primark,DESTINATION,DOOR,F0,,FALSE,0.329,0.15,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PRIMICHI,STORE,Primichi ,DESTINATION,DOOR,F0,,FALSE,0.496,0.171,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PRIMOR,STORE,Primor,DESTINATION,DOOR,F0,,FALSE,0.387,0.114,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PULLBEAR,STORE,Pull&Bear,DESTINATION,DOOR,F0,,FALSE,0.613,0.551,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_PUNTROMA,STORE,Punt Roma,DESTINATION,DOOR,F0,,FALSE,0.499,0.4615,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_RESTAURANTCASACARMEN,STORE,Restaurant Casa Carmen,DESTINATION,DOOR,F1,,FALSE,0.596,0.4365,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_RITUALS,STORE,Rituals,DESTINATION,DOOR,F0,,FALSE,0.431,0.2145,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_ROBERTOMARTIN,STORE,Roberto Martin,DESTINATION,DOOR,F0,,FALSE,0.43,0.3265,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_RXS,STORE,RXS,DESTINATION,DOOR,F0,,FALSE,0.47,0.3805,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_SANTOSOCHOA,STORE,Santos Ochoa,DESTINATION,DOOR,F0,,FALSE,0.633,0.308,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_SAXO,STORE,Saxo,DESTINATION,DOOR,F0,,FALSE,0.639,0.6415,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_SCOTTA,STORE,Scotta,DESTINATION,DOOR,F0,,FALSE,0.598,0.6555,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_SMOOY,STORE,Smooy,DESTINATION,DOOR,F0,,FALSE,0.429,0.3485,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_SOLOOPTICAL_E,STORE,Solooptical,DESTINATION,DOOR,F0,,FALSE,0.461,0.4505,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_SOLOOPTICAL_W,STORE,Solooptical,DESTINATION,DOOR,F0,,FALSE,0.437,0.4645,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_SPRINGFIELD,STORE,Springfield,DESTINATION,DOOR,F0,,FALSE,0.566,0.5295,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_STARBUCKS,STORE,Starbucks,DESTINATION,DOOR,F0,,FALSE,0.512,0.1995,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_STRADIVARIUS,STORE,Stradivarius,DESTINATION,DOOR,F0,,FALSE,0.612,0.513,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_SUPERDRY,STORE,Superdry,DESTINATION,DOOR,F0,,FALSE,0.588,0.2715,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_SWAROVSKI,STORE,Swarovski,DESTINATION,DOOR,F0,,FALSE,0.661,0.5945,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_TACOBELL,STORE,Taco Bell,DESTINATION,DOOR,F1,,FALSE,0.586,0.5075,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_TEASHOP,STORE,Tea Shop,DESTINATION,DOOR,F0,,FALSE,0.608,0.6385,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_TERRASSA,STORE,Terrassa,DESTINATION,DOOR,F0,,FALSE,0.699,0.5835,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_THEBODYSHOP,STORE,The Body Shop,DESTINATION,DOOR,F0,,FALSE,0.605,0.6485,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_THEFITZGERALD,STORE,The Fitzgerald,DESTINATION,DOOR,F1,,FALSE,0.586,0.5075,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_THENORTHFACE,STORE,The North Face,DESTINATION,DOOR,F0,,FALSE,0.541,0.201,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_TIENDANIMAL,STORE,Tiendanimal,DESTINATION,DOOR,F0,,FALSE,0.443,0.2665,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_TIMEROAD,STORE,Time Road,DESTINATION,DOOR,F0,,FALSE,0.581,0.5145,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_TOUS,STORE,Tous,DESTINATION,DOOR,F0,,FALSE,0.611,0.7325,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_TRAMAS,STORE,Tramas,DESTINATION,DOOR,F0,,FALSE,0.457,0.4375,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_ULANKA,STORE,Ulanka,DESTINATION,DOOR,F0,,FALSE,0.455,0.4185,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_UNKNOWN_MAYKA_FLYING,STORE,??? MAYKA/Flying,DESTINATION,DOOR,F0,,FALSE,0.506,0.2135,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_UNKNOWN_SUNGLASSES_SMOOY,STORE,???Sunglasses/smooy,DESTINATION,DOOR,F0,,FALSE,0.429,0.3025,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_VANS,STORE,Vans,DESTINATION,DOOR,F0,,FALSE,0.587,0.2735,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_WOKCENTER,STORE,Wok Center,DESTINATION,DOOR,F1,,FALSE,0.693,0.4605,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_WOMENSECRET,STORE,Women Secret,DESTINATION,DOOR,F0,,FALSE,0.581,0.5145,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_YVESROCHER,STORE,Yves Rocher,DESTINATION,DOOR,F0,,FALSE,0.574,0.2625,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_ZARA,STORE,Zara,DESTINATION,DOOR,F0,,FALSE,0.661,0.402,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_ZARAHOME,STORE,Zara Home,DESTINATION,DOOR,F0,,FALSE,0.67,0.47,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STR_CENTER_F0,STAIRS,Central Stairs,VERTICAL,TRANSPORT,F0,GROUND,TRUE,0.6356,0.5479,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_CENTER_F1,STAIRS,Central Stairs,VERTICAL,TRANSPORT,F1,UPPER,TRUE,0.6156,0.5209,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_CENTER_MAIN_B1,STAIRS,Main Entrance Stairs Inside,VERTICAL,TRANSPORT,F0,GROUND,TRUE,0.7156,0.5669,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_CENTER_MAIN_F0,STAIRS,Main Entrance Stairs Inside,VERTICAL,TRANSPORT,F0,GROUND,TRUE,0.7376,0.5789,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_CENTER_MAIN_OUTSIDE_N_B1,STAIRS,Main Entrance Stairs Outside,VERTICAL,TRANSPORT,B1,BASEMENT,TRUE,0.7646,0.5729,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_CENTER_MAIN_OUTSIDE_N_F0,STAIRS,Main Entrance Stairs Outside,VERTICAL,TRANSPORT,F0,GROUND,TRUE,0.7546,0.5649,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_CENTER_MAIN_OUTSIDE_S_B1,STAIRS,Main Entrance Stairs Outside,VERTICAL,TRANSPORT,B1,BASEMENT,TRUE,0.7456,0.6069,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_CENTER_MAIN_OUTSIDE_S_F0,STAIRS,Main Entrance Stairs Outside,VERTICAL,TRANSPORT,F0,GROUND,TRUE,0.7336,0.5989,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_NORTH_B1,STAIRS,North Stairs,VERTICAL,TRANSPORT,B1,GROUND,TRUE,0.3726,0.2079,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_NORTH_EXIT_F0,STAIRS,North Stairs,VERTICAL,TRANSPORT,F0,GROUND,TRUE,0.3656,0.1279,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_NORTH_EXIT_F1,STAIRS,North Stairs,VERTICAL,TRANSPORT,F1,GROUND,TRUE,0.3556,0.0939,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_NORTH_F0,STAIRS,North Stairs,VERTICAL,TRANSPORT,F0,GROUND,TRUE,0.3736,0.2189,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_WEST_B1,STAIRS,Plaza De Las Flores,VERTICAL,TRANSPORT,B1,BASEMENT,TRUE,0.5986,0.7009,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_WEST_F0,STAIRS,Plaza De Las Flores,VERTICAL,TRANSPORT,F0,GROUND,TRUE,0.5836,0.7129,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_WEST_OUTSIDE_B1,STAIRS,West Stairs Decathlon,VERTICAL,TRANSPORT,B1,BASEMENT,TRUE,0.5766,0.8789,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_WEST_OUTSIDE_F0,STAIRS,West Stairs Decathlon,VERTICAL,TRANSPORT,F0,GROUND,TRUE,0.5766,0.8789,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_WEST1_OUTSIDE_B1,STAIRS,West Stairs Leroy Merlin,VERTICAL,TRANSPORT,B1,BASEMENT,TRUE,0.3386,0.7289,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
STR_WEST1_OUTSIDE_F0,STAIRS,West Stairs Leroy Merlin,VERTICAL,TRANSPORT,F0,GROUND,TRUE,0.3386,0.7289,,TRUE,,PRE_SITE_QA,FALSE,FALSE,FALSE,TRUE,
TAXI_PICKUP_1,NODE,Taxi Pickup,TAXI_PICKUP,TRANSPORT,B1,outdoor,FALSE,0.8456,0.5839,,FALSE,Taxi rank / pickup point,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
WC_CENTER_F0,WC,Restrooms – Central,AMENITY,AMENITY,F0,GROUND,FALSE,0.6416,0.4909,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
