ANCHOR_ID;ANCHOR_TYPE;NAME;ANCHOR_ROLE;ANCHOR_CLASS;FLOOR;ENVIROMENT;AREA_TYPE;VERTICAL;X;Y;POLYGON;WALKABLE;NOTES;STATUS;ACCESS_WHEELCHAIR;ACCESS_STROLLER;ACCESS_LUGGAGE;PRE_SITE_QA;
COR_PLZ_FC_S_W_M2;PLAZA;Food Court – South;PATH;PLAZA;F1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6556;0.5849;;TRUE;Food Court – South;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_FC_S_W_M3;PLAZA;Food Court – South;PATH;PLAZA;F1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6226;0.5609;;TRUE;Food Court – South;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_E_F0;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.7556;0.5419;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_E_M1;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6236;0.5579;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_E_M2;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6566;0.5799;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_E_M3;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6856;0.5999;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_N_F0;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6616;0.4849;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_N_M1;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6166;0.5269;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_N_M2;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6286;0.5069;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_N_M3;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6436;0.4909;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_S_F0;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.7176;0.5999;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_S_M1;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.7286;0.5909;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_S_M2;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.7416;0.5769;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_S_M3;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.7556;0.5569;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_W_F0;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6136;0.5439;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_W_M1;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6856;0.4869;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_W_M2;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.7156;0.5049;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_MAIN_W_M3;PLAZA;Plaza Mayor;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.7446;0.5239;;TRUE;Plaza Mayor;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_N_E_F0;PLAZA;Plaza de la Lonja;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4106;0.2249;;TRUE;Plaza de la Lonja;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_N_N_F0;PLAZA;Plaza de la Lonja;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.3876;0.1319;;TRUE;Plaza de la Lonja;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_N_S_F0;PLAZA;Plaza de la Lonja;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.3666;0.2229;;TRUE;Plaza de la Lonja;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_N_W_F0;PLAZA;Plaza de la Lonja;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.3516;0.1429;;TRUE;Plaza de la Lonja;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_S_E_F0;PLAZA;Plaza De Las Flores;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6156;0.7109;;TRUE;Plaza De Las Flores;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_S_N_F0;PLAZA;Plaza De Las Flores;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.5776;0.6889;;TRUE;Plaza De Las Flores;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_S_S_F0;PLAZA;Plaza De Las Flores;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.5866;0.7499;;TRUE;Plaza De Las Flores;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_S_W_F0;PLAZA;Plaza De Las Flores;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.5516;0.7289;;TRUE;Plaza De Las Flores;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_STAGE_E_F0;PLAZA;Event Stage;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6656;0.5199;;TRUE;Event Stage;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_STAGE_N_F0;PLAZA;Event Stage;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6416;0.5009;;TRUE;Event Stage;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_STAGE_S_F0;PLAZA;Event Stage;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6386;0.5569;;TRUE;Event Stage;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_STAGE_W_F0;PLAZA;Event Stage;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6146;0.5369;;TRUE;Event Stage;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_W_E_F0;PLAZA;London Square;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4906;0.4729;;TRUE;London Square;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_W_N_F0;PLAZA;London Square;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4736;0.4579;;TRUE;London Square;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_W_S_F0;PLAZA;London Square;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4416;0.4969;;TRUE;London Square;ACTIVE;TRUE;TRUE;TRUE;FALSE;
COR_PLZ_W_W_F0;PLAZA;London Square;PATH;PLAZA;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4446;0.4769;;TRUE;London Square;ACTIVE;TRUE;TRUE;TRUE;FALSE;
ELV_C_B1;ELEVATOR;Central Elevator;VERTICAL;TRANSPORT;B1;OUTDOOR_OPEN_AIR;MALL;TRUE;0.7326;0.5909;;TRUE;Central Elevator;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
ELV_C_F0;ELEVATOR;Central Elevator;VERTICAL;TRANSPORT;F0;OUTDOOR_OPEN_AIR;MALL;TRUE;0.7326;0.5909;;TRUE;Central Elevator;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
ELV_C_F1;ELEVATOR;Central Elevator;VERTICAL;TRANSPORT;F1;OUTDOOR_OPEN_AIR;MALL;TRUE;0.7326;0.5909;;TRUE;Central Elevator;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
ELV_N_F0;ELEVATOR;North Elevator;VERTICAL;TRANSPORT;F0;OUTDOOR_OPEN_AIR;MALL;TRUE;0.3586;0.1209;;TRUE;North Elevator;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
ELV_N_F1;ELEVATOR;North Elevator;VERTICAL;TRANSPORT;F1;OUTDOOR_OPEN_AIR;MALL;TRUE;0.3586;0.1209;;TRUE;North Elevator;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
ELV_W_B1;ELEVATOR;West Elevator Decathlon;VERTICAL;TRANSPORT;B1;OUTDOOR_OPEN_AIR;MALL;TRUE;0.6006;0.8949;;TRUE;West Elevator Decathlon;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
ELV_W_F0;ELEVATOR;West Elevator Decathlon;VERTICAL;TRANSPORT;F0;OUTDOOR_OPEN_AIR;MALL;TRUE;0.6006;0.8949;;TRUE;West Elevator Decathlon;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
ELV_W1_B1;ELEVATOR;West Elevator Leroy Merlin;VERTICAL;TRANSPORT;B1;OUTDOOR_OPEN_AIR;MALL;TRUE;0.3706;0.7499;;TRUE;West Elevator Leroy Merlin;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
ELV_W1_F0;ELEVATOR;West Elevator Leroy Merlin;VERTICAL;TRANSPORT;F0;OUTDOOR_OPEN_AIR;MALL;TRUE;0.3706;0.7499;;TRUE;West Elevator Leroy Merlin;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
ENT_E_MAIN;ENTRANCE;East Main Entrance;ENTRY;ENTRANCE;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6656;0.2169;;FALSE;East Main Entrance;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
ENT_N_MAIN;ENTRANCE;North Main Entrance;ENTRY;ENTRANCE;F1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.3560;0.0728;;FALSE;North Main Entrance;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
ENT_PARKING_1;ENTRANCE;Parking Entrance Main;ENTRY;ENTRANCE;B1;PARKING_GARAGE;PARKING;FALSE;0.7676;0.7109;;FALSE;Parking Entrance Main;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
ENT_PARKING_2;ENTRANCE;Parking Entrance West;ENTRY;ENTRANCE;B1;PARKING_GARAGE;PARKING;FALSE;0.2026;0.7989;;FALSE;Parking Entrance West;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
ENT_PARKING_3;ENTRANCE;Parking Entrance NE;ENTRY;ENTRANCE;B1;PARKING_GARAGE;PARKING;FALSE;0.4916;0.1069;;FALSE;Parking Entrance NE;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
ENT_PARKING_4;ENTRANCE;Parking Entrance SE;ENTRY;ENTRANCE;B1;PARKING_GARAGE;PARKING;FALSE;0.9970;0.3579;;FALSE;Parking Entrance SE;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
ENT_S_MAIN;ENTRANCE;South Main Entrance;ENTRY;ENTRANCE;B1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.7726;0.5988;;FALSE;South Main Entrance;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
ENT_W_MAIN;ENTRANCE;West Main Entrance;ENTRY;ENTRANCE;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4916;0.8379;;FALSE;West Main Entrance;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
ESC_C_B1;ESCALATOR;Central Escalator;VERTICAL;TRANSPORT;B1;OUTDOOR_OPEN_AIR;MALL;TRUE;0.7156;0.5619;;TRUE;Central Escalator;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
ESC_C_F0;ESCALATOR;Central Escalator;VERTICAL;TRANSPORT;F0;OUTDOOR_OPEN_AIR;MALL;TRUE;0.7416;0.5779;;TRUE;Central Escalator;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
ESC_C_FC_F0;ESCALATOR;Central Escalator Foodcourt;VERTICAL;TRANSPORT;F0;OUTDOOR_OPEN_AIR;MALL;TRUE;0.6416;0.5439;;TRUE;Central Escalator Foodcourt;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
ESC_C_FC_F1;ESCALATOR;Central Escalator Foodcourt;VERTICAL;TRANSPORT;F1;OUTDOOR_OPEN_AIR;MALL;TRUE;0.6226;0.5149;;TRUE;Central Escalator Foodcourt;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
ESC_E_B1;ESCALATOR;East Escalator;VERTICAL;TRANSPORT;B1;OUTDOOR_OPEN_AIR;MALL;TRUE;0.6226;0.2839;;TRUE;East Escalator;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
ESC_E_F0;ESCALATOR;East Escalator;VERTICAL;TRANSPORT;F0;OUTDOOR_OPEN_AIR;MALL;TRUE;0.6276;0.2769;;TRUE;East Escalator;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
ESC_N_F0;ESCALATOR;North Escalator;VERTICAL;TRANSPORT;F0;OUTDOOR_OPEN_AIR;MALL;TRUE;0.3726;0.1269;;TRUE;North Escalator;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
ESC_N_F1;ESCALATOR;North Escalator;VERTICAL;TRANSPORT;F1;OUTDOOR_OPEN_AIR;MALL;TRUE;0.3626;0.0929;;TRUE;North Escalator;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
ESC_W_B1;ESCALATOR;West Escalator;VERTICAL;TRANSPORT;B1;OUTDOOR_OPEN_AIR;MALL;TRUE;0.5786;0.7219;;TRUE;West Escalator;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
ESC_W_F0;ESCALATOR;West Escalator;VERTICAL;TRANSPORT;F0;OUTDOOR_OPEN_AIR;MALL;TRUE;0.5676;0.7399;;TRUE;West Escalator;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
EV_CHARGING_1_F0;EV_CHARGING;EV Charging Station 1;AMENITY;SERVICE;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4330;0.8295;;FALSE;EV Charging Station 1;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
EV_CHARGING_2_B1;EV_CHARGING;EV Charging Station 2;AMENITY;SERVICE;B1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.3676;0.6039;;FALSE;EV Charging Station 2;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
EXT_GAS_STATION_PARKING;POI;Gas Station;PARKING_SERVICE;SERVICE;F0;OUTDOOR_OPEN_AIR;PARKING;FALSE;0.2446;0.6809;;FALSE;Gas Station;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
FIRST_AID_F0;FIRST_AID;First Aid Point;AMENITY;AMENITY;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6176;0.5399;;FALSE;First Aid Point;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
INFO_MAIN_F0;INFO;Information Desk;AMENITY;AMENITY;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6176;0.5399;;FALSE;Information Desk;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
LOCKER_AMAZON_B1;LOCKER;Amazon Parcel Locker;AMENITY;AMENITY;B1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4520;0.5195;;FALSE;Amazon Parcel Locker;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
LOCKER_CORREOS_B1;LOCKER;Correos Parcel Locker;AMENITY;AMENITY;B1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4530;0.5215;;FALSE;Correos Parcel Locker;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
MALL_SHELL_LZ;SHELL;Outside Shell;BOUNDARY;SHELL;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;;;;FALSE;Outside Shell;PRE_SITE_QA;FALSE;FALSE;FALSE;TRUE;
NODE_DOOR_100_MONTADITOS;STORE;100 Montaditos;NODE;DOOR;F1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.7170;0.6535;;FALSE;100 Montaditos;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_ADIDASORIGINALS;STORE;Adidas Originals;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.7350;0.5145;;FALSE;Adidas Originals;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_ALCAMPO_N;STORE;Al Campo;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.3570;0.2490;;FALSE;Al Campo;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_ALCAMPO_S;STORE;Al Campo;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.3800;0.3100;;FALSE;Al Campo;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_ALEHOP;STORE;Ale Hop;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.5140;0.1790;;FALSE;Ale Hop;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_ALEJOR;STORE;Alejor;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4310;0.2605;;FALSE;Alejor;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_AVATEL;STORE;Avatel;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4300;0.4485;;FALSE;Avatel;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_BANKCAJARURAL;STORE;Bank Caja Rural;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4840;0.7965;;FALSE;Bank Caja Rural;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_BELROS;STORE;Belros;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.3820;0.2330;;FALSE;Belros;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_BENETTON;STORE;Benetton;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6470;0.3270;;FALSE;Benetton;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_BERSHKA;STORE;Bershka;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.5960;0.5435;;FALSE;Bershka;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_BIGGERBETTERBURGER;STORE;Bigger Better Burger;NODE;DOOR;F1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.7170;0.6535;;FALSE;Bigger Better Burger;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_BIJOUBRIGITTE;STORE;Bijou Brigitte;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6410;0.5835;;FALSE;Bijou Brigitte;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_BLACK;STORE;Black;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.5830;0.2855;;FALSE;Black;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_BOMBONBOSS;STORE;BomBon Boss;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4270;0.1865;;FALSE;BomBon Boss;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_BOSTON;STORE;Boston;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4230;0.2865;;FALSE;Boston;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_BOTTICELLI;STORE;Botticelli;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6130;0.6885;;FALSE;Botticelli;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_BOWLING;STORE;Bowling;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.7330;0.6215;;FALSE;Bowling;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_CA;STORE;C&A;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4600;0.3425;;FALSE;C&A;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_CAFEOLE;STORE;Café Ole;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.7000;0.5065;;FALSE;Café Ole;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_CAFETERIAEXPRE3SS;STORE;Cafeteria Expre3ss;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4300;0.4915;;FALSE;Cafeteria Expre3ss;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_CALZEDONIA;STORE;Calzedonia;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6240;0.3300;;FALSE;Calzedonia;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_CASINO;STORE;Casino Mediterraneo;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.9470;0.3920;;FALSE;Casino Mediterraneo;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_CHE;STORE;Che;NODE;DOOR;F1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6930;0.4605;;FALSE;Che;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_CLAIRES;STORE;Claire's;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4930;0.4895;;FALSE;Claire's;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_CONFORMA;STORE;Conforma;NODE;DOOR;F1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.2350;0.0939;;FALSE;Conforma;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_CONFORMA_2;STORE;Conforma;NODE;DOOR;F1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.2270;0.0850;;FALSE;Conforma;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_CORTEFIEL;STORE;Cortefiel;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.5630;0.2210;;FALSE;Cortefiel;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_COSTABLANCAWOHNUNGEN;STORE;Costablanca Wohnungen;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4250;0.4305;;FALSE;Costablanca Wohnungen;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_DAFAVOLA;STORE;Da Favola;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4070;0.3305;;FALSE;Da Favola;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_DECATHLON;STORE;Decathlon;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6130;0.8980;;FALSE;Decathlon;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_DECIMAS;STORE;Decimas;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6400;0.2470;;FALSE;Decimas;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_DEICHMANN;STORE;Deichmann;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4460;0.5055;;FALSE;Deichmann;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_DESIGUAL;STORE;Desigual;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.5590;0.2485;;FALSE;Desigual;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_DONDINO;STORE;Don Dino;NODE;DOOR;F1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.3810;0.0610;;FALSE;Don Dino;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_DRUNI;STORE;Druni;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.5930;0.2440;;FALSE;Druni;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_ELKIOSKO;STORE;El Kiosko;NODE;DOOR;F1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.5860;0.5075;;FALSE;El Kiosko;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_ENCUENTRO;STORE;Encuentro;NODE;DOOR;F1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.5880;0.3075;;FALSE;Encuentro;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_FASHIONNAILS;STORE;Fashion Nails;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4190;0.3965;;FALSE;Fashion Nails;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_FIRST_AID_F0;INFO;Information Desk;AMENITY;AMENITY;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6176;0.5399;;FALSE;Information Desk;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_FLYINGTIGER;STORE;Flying Tiger;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.5580;0.2465;;FALSE;Flying Tiger;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_FOSTERS;STORE;Foster’s Hollywood;NODE;DOOR;F1;OUTDOOR_OPEN_AIR;MALL;FALSE;0.6180;0.5745;;FALSE;Foster’s Hollywood;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
NODE_DOOR_GAME;STORE;GAME;NODE;DOOR;F0;OUTDOOR_OPEN_AIR;MALL;FALSE;0.4470;0.3945;;FALSE;GAME;PRE_SITE_QA;TRUE;TRUE;TRUE;TRUE;
